Index,Buy_0,Notrade_45,Notrade_90,Sell_135,SL1,Buy_180,Notrade_225,Notrade_270,Sell_315,SL2
381,579502,579883,580264,580645,580835.5,581026,581407,581788,582169,582360.0
382,582551,582933,583315,583697,583888.0,584079,584461,584843,585225,585416.5
383,585608,585991,586374,586757,586948.5,587140,587523,587906,588289,588481.0
384,588673,589057,589441,589825,590017.0,590209,590593,590977,591361,591553.5
385,591746,592131,592516,592901,593093.5,593286,593671,594056,594441,594634.0
386,594827,595213,595599,595985,596178.0,596371,596757,597143,597529,597722.5
387,597916,598303,598690,599077,599270.5,599464,599851,600238,600625,600819.0
388,601013,601401,601789,602177,602371.0,602565,602953,603341,603729,603923.5
389,604118,604507,604896,605285,605479.5,605674,606063,606452,606841,607036.0
390,607231,607621,608011,608401,608596.0,608791,609181,609571,609961,610156.5
391,610352,610743,611134,611525,611720.5,611916,612307,612698,613089,613285.0
392,613481,613873,614265,614657,614853.0,615049,615441,615833,616225,616421.5
393,616618,617011,617404,617797,617993.5,618190,618583,618976,619369,619566.0
394,619763,620157,620551,620945,621142.0,621339,621733,622127,622521,622718.5
395,622916,623311,623706,624101,624298.5,624496,624891,625286,625681,625879.0
396,626077,626473,626869,627265,627463.0,627661,628057,628453,628849,629047.5
397,629246,629643,630040,630437,630635.5,630834,631231,631628,632025,632224.0
398,632423,632821,633219,633617,633816.0,634015,634413,634811,635209,635408.5
399,635608,636007,636406,636805,637004.5,637204,637603,638002,638401,638601.0
400,638801,639201,639601,640001,640201.0,640401,640801,641201,641601,641801.5
401,642002,642403,642804,643205,643405.5,643606,644007,644408,644809,645010.0
402,645211,645613,646015,646417,646618.0,646819,647221,647623,648025,648226.5
403,648428,648831,649234,649637,649838.5,650040,650443,650846,651249,651451.0
404,651653,652057,652461,652865,653067.0,653269,653673,654077,654481,654683.5
405,654886,655291,655696,656101,656303.5,656506,656911,657316,657721,657924.0
406,658127,658533,658939,659345,659548.0,659751,660157,660563,660969,661172.5
407,661376,661783,662190,662597,662800.5,663004,663411,663818,664225,664429.0
408,664633,665041,665449,665857,666061.0,666265,666673,667081,667489,667693.5
409,667898,668307,668716,669125,669329.5,669534,669943,670352,670761,670966.0
410,671171,671581,671991,672401,672606.0,672811,673221,673631,674041,674246.5
411,674452,674863,675274,675685,675890.5,676096,676507,676918,677329,677535.0
412,677741,678153,678565,678977,679183.0,679389,679801,680213,680625,680831.5
413,681038,681451,681864,682277,682483.5,682690,683103,683516,683929,684136.0
414,684343,684757,685171,685585,685792.0,685999,686413,686827,687241,687448.5
415,687656,688071,688486,688901,689108.5,689316,689731,690146,690561,690769.0
416,690977,691393,691809,692225,692433.0,692641,693057,693473,693889,694097.5
417,694306,694723,695140,695557,695765.5,695974,696391,696808,697225,697434.0
418,697643,698061,698479,698897,699106.0,699315,699733,700151,700569,700778.5
419,700988,701407,701826,702245,702454.5,702664,703083,703502,703921,704131.0
420,704341,704761,705181,705601,705811.0,706021,706441,706861,707281,707491.5
421,707702,708123,708544,708965,709175.5,709386,709807,710228,710649,710860.0
422,711071,711493,711915,712337,712548.0,712759,713181,713603,714025,714236.5
423,714448,714871,715294,715717,715928.5,716140,716563,716986,717409,717621.0
424,717833,718257,718681,719105,719317.0,719529,719953,720377,720801,721013.5
425,721226,721651,722076,722501,722713.5,722926,723351,723776,724201,724414.0
426,724627,725053,725479,725905,726118.0,726331,726757,727183,727609,727822.5
427,728036,728463,728890,729317,729530.5,729744,730171,730598,731025,731239.0
428,731453,731881,732309,732737,732951.0,733165,733593,734021,734449,734663.5
429,734878,735307,735736,736165,736379.5,736594,737023,737452,737881,738096.0
430,738311,738741,739171,739601,739816.0,740031,740461,740891,741321,741536.5
431,741752,742183,742614,743045,743260.5,743476,743907,744338,744769,744985.0
432,745201,745633,746065,746497,746713.0,746929,747361,747793,748225,748441.5
433,748658,749091,749524,749957,750173.5,750390,750823,751256,751689,751906.0
434,752123,752557,752991,753425,753642.0,753859,754293,754727,755161,755378.5
435,755596,756031,756466,756901,757118.5,757336,757771,758206,758641,758859.0
436,759077,759513,759949,760385,760603.0,760821,761257,761693,762129,762347.5
437,762566,763003,763440,763877,764095.5,764314,764751,765188,765625,765844.0
438,766063,766501,766939,767377,767596.0,767815,768253,768691,769129,769348.5
439,769568,770007,770446,770885,771104.5,771324,771763,772202,772641,772861.0
440,773081,773521,773961,774401,774621.0,774841,775281,775721,776161,776381.5
441,776602,777043,777484,777925,778145.5,778366,778807,779248,779689,779910.0
442,780131,780573,781015,781457,781678.0,781899,782341,782783,783225,783446.5
443,783668,784111,784554,784997,785218.5,785440,785883,786326,786769,786991.0
444,787213,787657,788101,788545,788767.0,788989,789433,789877,790321,790543.5
445,790766,791211,791656,792101,792323.5,792546,792991,793436,793881,794104.0
446,794327,794773,795219,795665,795888.0,796111,796557,797003,797449,797672.5
447,797896,798343,798790,799237,799460.5,799684,800131,800578,801025,801249.0
448,801473,801921,802369,802817,803041.0,803265,803713,804161,804609,804833.5
449,805058,805507,805956,806405,806629.5,806854,807303,807752,808201,808426.0
450,808651,809101,809551,810001,810226.0,810451,810901,811351,811801,812026.5
451,812252,812703,813154,813605,813830.5,814056,814507,814958,815409,815635.0
452,815861,816313,816765,817217,817443.0,817669,818121,818573,819025,819251.5
453,819478,819931,820384,820837,821063.5,821290,821743,822196,822649,822876.0
454,823103,823557,824011,824465,824692.0,824919,825373,825827,826281,826508.5
455,826736,827191,827646,828101,828328.5,828556,829011,829466,829921,830149.0
456,830377,830833,831289,831745,831973.0,832201,832657,833113,833569,833797.5
457,834026,834483,834940,835397,835625.5,835854,836311,836768,837225,837454.0
458,837683,838141,838599,839057,839286.0,839515,839973,840431,840889,841118.5
459,841348,841807,842266,842725,842954.5,843184,843643,844102,844561,844791.0
460,845021,845481,845941,846401,846631.0,846861,847321,847781,848241,848471.5
461,848702,849163,849624,850085,850315.5,850546,851007,851468,851929,852160.0
462,852391,852853,853315,853777,854008.0,854239,854701,855163,855625,855856.5
463,856088,856551,857014,857477,857708.5,857940,858403,858866,859329,859561.0
464,859793,860257,860721,861185,861417.0,861649,862113,862577,863041,863273.5
465,863506,863971,864436,864901,865133.5,865366,865831,866296,866761,866994.0
466,867227,867693,868159,868625,868858.0,869091,869557,870023,870489,870722.5
467,870956,871423,871890,872357,872590.5,872824,873291,873758,874225,874459.0
468,874693,875161,875629,876097,876331.0,876565,877033,877501,877969,878203.5
469,878438,878907,879376,879845,880079.5,880314,880783,881252,881721,881956.0
470,882191,882661,883131,883601,883836.0,884071,884541,885011,885481,885716.5
471,885952,886423,886894,887365,887600.5,887836,888307,888778,889249,889485.0
472,889721,890193,890665,891137,891373.0,891609,892081,892553,893025,893261.5
473,893498,893971,894444,894917,895153.5,895390,895863,896336,896809,897046.0
474,897283,897757,898231,898705,898942.0,899179,899653,900127,900601,900838.5
475,901076,901551,902026,902501,902738.5,902976,903451,903926,904401,904639.0
476,904877,905353,905829,906305,906543.0,906781,907257,907733,908209,908447.5
477,908686,909163,909640,910117,910355.5,910594,911071,911548,912025,912264.0
478,912503,912981,913459,913937,914176.0,914415,914893,915371,915849,916088.5
479,916328,916807,917286,917765,918004.5,918244,918723,919202,919681,919921.0
480,920161,920641,921121,921601,921841.0,922081,922561,923041,923521,923761.5
481,924002,924483,924964,925445,925685.5,925926,926407,926888,927369,927610.0
482,927851,928333,928815,929297,929538.0,929779,930261,930743,931225,931466.5
483,931708,932191,932674,933157,933398.5,933640,934123,934606,935089,935331.0
484,935573,936057,936541,937025,937267.0,937509,937993,938477,938961,939203.5
485,939446,939931,940416,940901,941143.5,941386,941871,942356,942841,943084.0
486,943327,943813,944299,944785,945028.0,945271,945757,946243,946729,946972.5
487,947216,947703,948190,948677,948920.5,949164,949651,950138,950625,950869.0
488,951113,951601,952089,952577,952821.0,953065,953553,954041,954529,954773.5
489,955018,955507,955996,956485,956729.5,956974,957463,957952,958441,958686.0
490,958931,959421,959911,960401,960646.0,960891,961381,961871,962361,962606.5
491,962852,963343,963834,964325,964570.5,964816,965307,965798,966289,966535.0
492,966781,967273,967765,968257,968503.0,968749,969241,969733,970225,970471.5
493,970718,971211,971704,972197,972443.5,972690,973183,973676,974169,974416.0
494,974663,975157,975651,976145,976392.0,976639,977133,977627,978121,978368.5
495,978616,979111,979606,980101,980348.5,980596,981091,981586,982081,982329.0
496,982577,983073,983569,984065,984313.0,984561,985057,985553,986049,986297.5
497,986546,987043,987540,988037,988285.5,988534,989031,989528,990025,990274.0
498,990523,991021,991519,992017,992266.0,992515,993013,993511,994009,994258.5
499,994508,995007,995506,996005,996254.5,996504,997003,997502,998001,998251.0
500,998501,999001,999501,1000001,1000251.0,1000501,1001001,1001501,1002001,1002251.5
501,1002502,1003003,1003504,1004005,1004255.5,1004506,1005007,1005508,1006009,1006260.0
502,1006511,1007013,1007515,1008017,1008268.0,1008519,1009021,1009523,1010025,1010276.5
503,1010528,1011031,1011534,1012037,1012288.5,1012540,1013043,1013546,1014049,1014301.0
504,1014553,1015057,1015561,1016065,1016317.0,1016569,1017073,1017577,1018081,1018333.5
505,1018586,1019091,1019596,1020101,1020353.5,1020606,1021111,1021616,1022121,1022374.0
506,1022627,1023133,1023639,1024145,1024398.0,1024651,1025157,1025663,1026169,1026422.5
507,1026676,1027183,1027690,1028197,1028450.5,1028704,1029211,1029718,1030225,1030479.0
508,1030733,1031241,1031749,1032257,1032511.0,1032765,1033273,1033781,1034289,1034543.5
509,1034798,1035307,1035816,1036325,1036579.5,1036834,1037343,1037852,1038361,1038616.0
510,1038871,1039381,1039891,1040401,1040656.0,1040911,1041421,1041931,1042441,1042696.5
511,1042952,1043463,1043974,1044485,1044740.5,1044996,1045507,1046018,1046529,1046785.0
512,1047041,1047553,1048065,1048577,1048833.0,1049089,1049601,1050113,1050625,1050881.5
513,1051138,1051651,1052164,1052677,1052933.5,1053190,1053703,1054216,1054729,1054986.0
514,1055243,1055757,1056271,1056785,1057042.0,1057299,1057813,1058327,1058841,1059098.5
515,1059356,1059871,1060386,1060901,1061158.5,1061416,1061931,1062446,1062961,1063219.0
516,1063477,1063993,1064509,1065025,1065283.0,1065541,1066057,1066573,1067089,1067347.5
517,1067606,1068123,1068640,1069157,1069415.5,1069674,1070191,1070708,1071225,1071484.0
518,1071743,1072261,1072779,1073297,1073556.0,1073815,1074333,1074851,1075369,1075628.5
519,1075888,1076407,1076926,1077445,1077704.5,1077964,1078483,1079002,1079521,1079781.0
520,1080041,1080561,1081081,1081601,1081861.0,1082121,1082641,1083161,1083681,1083941.5
521,1084202,1084723,1085244,1085765,1086025.5,1086286,1086807,1087328,1087849,1088110.0
522,1088371,1088893,1089415,1089937,1090198.0,1090459,1090981,1091503,1092025,1092286.5
523,1092548,1093071,1093594,1094117,1094378.5,1094640,1095163,1095686,1096209,1096471.0
524,1096733,1097257,1097781,1098305,1098567.0,1098829,1099353,1099877,1100401,1100663.5
525,1100926,1101451,1101976,1102501,1102763.5,1103026,1103551,1104076,1104601,1104864.0
526,1105127,1105653,1106179,1106705,1106968.0,1107231,1107757,1108283,1108809,1109072.5
527,1109336,1109863,1110390,1110917,1111180.5,1111444,1111971,1112498,1113025,1113289.0
528,1113553,1114081,1114609,1115137,1115401.0,1115665,1116193,1116721,1117249,1117513.5
529,1117778,1118307,1118836,1119365,1119629.5,1119894,1120423,1120952,1121481,1121746.0
530,1122011,1122541,1123071,1123601,1123866.0,1124131,1124661,1125191,1125721,1125986.5
531,1126252,1126783,1127314,1127845,1128110.5,1128376,1128907,1129438,1129969,1130235.0
532,1130501,1131033,1131565,1132097,1132363.0,1132629,1133161,1133693,1134225,1134491.5
533,1134758,1135291,1135824,1136357,1136623.5,1136890,1137423,1137956,1138489,1138756.0
534,1139023,1139557,1140091,1140625,1140892.0,1141159,1141693,1142227,1142761,1143028.5
535,1143296,1143831,1144366,1144901,1145168.5,1145436,1145971,1146506,1147041,1147309.0
536,1147577,1148113,1148649,1149185,1149453.0,1149721,1150257,1150793,1151329,1151597.5
537,1151866,1152403,1152940,1153477,1153745.5,1154014,1154551,1155088,1155625,1155894.0
538,1156163,1156701,1157239,1157777,1158046.0,1158315,1158853,1159391,1159929,1160198.5
539,1160468,1161007,1161546,1162085,1162354.5,1162624,1163163,1163702,1164241,1164511.0
540,1164781,1165321,1165861,1166401,1166671.0,1166941,1167481,1168021,1168561,1168831.5
541,1169102,1169643,1170184,1170725,1170995.5,1171266,1171807,1172348,1172889,1173160.0
542,1173431,1173973,1174515,1175057,1175328.0,1175599,1176141,1176683,1177225,1177496.5
543,1177768,1178311,1178854,1179397,1179668.5,1179940,1180483,1181026,1181569,1181841.0
544,1182113,1182657,1183201,1183745,1184017.0,1184289,1184833,1185377,1185921,1186193.5
545,1186466,1187011,1187556,1188101,1188373.5,1188646,1189191,1189736,1190281,1190554.0
546,1190827,1191373,1191919,1192465,1192738.0,1193011,1193557,1194103,1194649,1194922.5
547,1195196,1195743,1196290,1196837,1197110.5,1197384,1197931,1198478,1199025,1199299.0
548,1199573,1200121,1200669,1201217,1201491.0,1201765,1202313,1202861,1203409,1203683.5
549,1203958,1204507,1205056,1205605,1205879.5,1206154,1206703,1207252,1207801,1208076.0
550,1208351,1208901,1209451,1210001,1210276.0,1210551,1211101,1211651,1212201,1212476.5
551,1212752,1213303,1213854,1214405,1214680.5,1214956,1215507,1216058,1216609,1216885.0
552,1217161,1217713,1218265,1218817,1219093.0,1219369,1219921,1220473,1221025,1221301.5
553,1221578,1222131,1222684,1223237,1223513.5,1223790,1224343,1224896,1225449,1225726.0
554,1226003,1226557,1227111,1227665,1227942.0,1228219,1228773,1229327,1229881,1230158.5
555,1230436,1230991,1231546,1232101,1232378.5,1232656,1233211,1233766,1234321,1234599.0
556,1234877,1235433,1235989,1236545,1236823.0,1237101,1237657,1238213,1238769,1239047.5
557,1239326,1239883,1240440,1240997,1241275.5,1241554,1242111,1242668,1243225,1243504.0
558,1243783,1244341,1244899,1245457,1245736.0,1246015,1246573,1247131,1247689,1247968.5
559,1248248,1248807,1249366,1249925,1250204.5,1250484,1251043,1251602,1252161,1252441.0
560,1252721,1253281,1253841,1254401,1254681.0,1254961,1255521,1256081,1256641,1256921.5
561,1257202,1257763,1258324,1258885,1259165.5,1259446,1260007,1260568,1261129,1261410.0
562,1261691,1262253,1262815,1263377,1263658.0,1263939,1264501,1265063,1265625,1265906.5
563,1266188,1266751,1267314,1267877,1268158.5,1268440,1269003,1269566,1270129,1270411.0
564,1270693,1271257,1271821,1272385,1272667.0,1272949,1273513,1274077,1274641,1274923.5
565,1275206,1275771,1276336,1276901,1277183.5,1277466,1278031,1278596,1279161,1279444.0
566,1279727,1280293,1280859,1281425,1281708.0,1281991,1282557,1283123,1283689,1283972.5
567,1284256,1284823,1285390,1285957,1286240.5,1286524,1287091,1287658,1288225,1288509.0
568,1288793,1289361,1289929,1290497,1290781.0,1291065,1291633,1292201,1292769,1293053.5
569,1293338,1293907,1294476,1295045,1295329.5,1295614,1296183,1296752,1297321,1297606.0
570,1297891,1298461,1299031,1299601,1299886.0,1300171,1300741,1301311,1301881,1302166.5
571,1302452,1303023,1303594,1304165,1304450.5,1304736,1305307,1305878,1306449,1306735.0
572,1307021,1307593,1308165,1308737,1309023.0,1309309,1309881,1310453,1311025,1311311.5
573,1311598,1312171,1312744,1313317,1313603.5,1313890,1314463,1315036,1315609,1315896.0
574,1316183,1316757,1317331,1317905,1318192.0,1318479,1319053,1319627,1320201,1320488.5
575,1320776,1321351,1321926,1322501,1322788.5,1323076,1323651,1324226,1324801,1325089.0
576,1325377,1325953,1326529,1327105,1327393.0,1327681,1328257,1328833,1329409,1329697.5
577,1329986,1330563,1331140,1331717,1332005.5,1332294,1332871,1333448,1334025,1334314.0
578,1334603,1335181,1335759,1336337,1336626.0,1336915,1337493,1338071,1338649,1338938.5
579,1339228,1339807,1340386,1340965,1341254.5,1341544,1342123,1342702,1343281,1343571.0
580,1343861,1344441,1345021,1345601,1345891.0,1346181,1346761,1347341,1347921,1348211.5
581,1348502,1349083,1349664,1350245,1350535.5,1350826,1351407,1351988,1352569,1352860.0
582,1353151,1353733,1354315,1354897,1355188.0,1355479,1356061,1356643,1357225,1357516.5
583,1357808,1358391,1358974,1359557,1359848.5,1360140,1360723,1361306,1361889,1362181.0
584,1362473,1363057,1363641,1364225,1364517.0,1364809,1365393,1365977,1366561,1366853.5
585,1367146,1367731,1368316,1368901,1369193.5,1369486,1370071,1370656,1371241,1371534.0
586,1371827,1372413,1372999,1373585,1373878.0,1374171,1374757,1375343,1375929,1376222.5
587,1376516,1377103,1377690,1378277,1378570.5,1378864,1379451,1380038,1380625,1380919.0
588,1381213,1381801,1382389,1382977,1383271.0,1383565,1384153,1384741,1385329,1385623.5
589,1385918,1386507,1387096,1387685,1387979.5,1388274,1388863,1389452,1390041,1390336.0
590,1390631,1391221,1391811,1392401,1392696.0,1392991,1393581,1394171,1394761,1395056.5
591,1395352,1395943,1396534,1397125,1397420.5,1397716,1398307,1398898,1399489,1399785.0
592,1400081,1400673,1401265,1401857,1402153.0,1402449,1403041,1403633,1404225,1404521.5
593,1404818,1405411,1406004,1406597,1406893.5,1407190,1407783,1408376,1408969,1409266.0
594,1409563,1410157,1410751,1411345,1411642.0,1411939,1412533,1413127,1413721,1414018.5
595,1414316,1414911,1415506,1416101,1416398.5,1416696,1417291,1417886,1418481,1418779.0
596,1419077,1419673,1420269,1420865,1421163.0,1421461,1422057,1422653,1423249,1423547.5
597,1423846,1424443,1425040,1425637,1425935.5,1426234,1426831,1427428,1428025,1428324.0
598,1428623,1429221,1429819,1430417,1430716.0,1431015,1431613,1432211,1432809,1433108.5
599,1433408,1434007,1434606,1435205,1435504.5,1435804,1436403,1437002,1437601,1437901.0
600,1438201,1438801,1439401,1440001,1440301.0,1440601,1441201,1441801,1442401,1442701.5
601,1443002,1443603,1444204,1444805,1445105.5,1445406,1446007,1446608,1447209,1447510.0
602,1447811,1448413,1449015,1449617,1449918.0,1450219,1450821,1451423,1452025,1452326.5
603,1452628,1453231,1453834,1454437,1454738.5,1455040,1455643,1456246,1456849,1457151.0
604,1457453,1458057,1458661,1459265,1459567.0,1459869,1460473,1461077,1461681,1461983.5
605,1462286,1462891,1463496,1464101,1464403.5,1464706,1465311,1465916,1466521,1466824.0
606,1467127,1467733,1468339,1468945,1469248.0,1469551,1470157,1470763,1471369,1471672.5
607,1471976,1472583,1473190,1473797,1474100.5,1474404,1475011,1475618,1476225,1476529.0
608,1476833,1477441,1478049,1478657,1478961.0,1479265,1479873,1480481,1481089,1481393.5
609,1481698,1482307,1482916,1483525,1483829.5,1484134,1484743,1485352,1485961,1486266.0
610,1486571,1487181,1487791,1488401,1488706.0,1489011,1489621,1490231,1490841,1491146.5
611,1491452,1492063,1492674,1493285,1493590.5,1493896,1494507,1495118,1495729,1496035.0
612,1496341,1496953,1497565,1498177,1498483.0,1498789,1499401,1500013,1500625,1500931.5
613,1501238,1501851,1502464,1503077,1503383.5,1503690,1504303,1504916,1505529,1505836.0
614,1506143,1506757,1507371,1507985,1508292.0,1508599,1509213,1509827,1510441,1510748.5
615,1511056,1511671,1512286,1512901,1513208.5,1513516,1514131,1514746,1515361,1515669.0
616,1515977,1516593,1517209,1517825,1518133.0,1518441,1519057,1519673,1520289,1520597.5
617,1520906,1521523,1522140,1522757,1523065.5,1523374,1523991,1524608,1525225,1525534.0
618,1525843,1526461,1527079,1527697,1528006.0,1528315,1528933,1529551,1530169,1530478.5
619,1530788,1531407,1532026,1532645,1532954.5,1533264,1533883,1534502,1535121,1535431.0
620,1535741,1536361,1536981,1537601,1537911.0,1538221,1538841,1539461,1540081,1540391.5
621,1540702,1541323,1541944,1542565,1542875.5,1543186,1543807,1544428,1545049,1545360.0
622,1545671,1546293,1546915,1547537,1547848.0,1548159,1548781,1549403,1550025,1550336.5
623,1550648,1551271,1551894,1552517,1552828.5,1553140,1553763,1554386,1555009,1555321.0
624,1555633,1556257,1556881,1557505,1557817.0,1558129,1558753,1559377,1560001,1560313.5
625,1560626,1561251,1561876,1562501,1562813.5,1563126,1563751,1564376,1565001,1565314.0
626,1565627,1566253,1566879,1567505,1567818.0,1568131,1568757,1569383,1570009,1570322.5
627,1570636,1571263,1571890,1572517,1572830.5,1573144,1573771,1574398,1575025,1575339.0
628,1575653,1576281,1576909,1577537,1577851.0,1578165,1578793,1579421,1580049,1580363.5
629,1580678,1581307,1581936,1582565,1582879.5,1583194,1583823,1584452,1585081,1585396.0
630,1585711,1586341,1586971,1587601,1587916.0,1588231,1588861,1589491,1590121,1590436.5
631,1590752,1591383,1592014,1592645,1592960.5,1593276,1593907,1594538,1595169,1595485.0
632,1595801,1596433,1597065,1597697,1598013.0,1598329,1598961,1599593,1600225,1600541.5
633,1600858,1601491,1602124,1602757,1603073.5,1603390,1604023,1604656,1605289,1605606.0
634,1605923,1606557,1607191,1607825,1608142.0,1608459,1609093,1609727,1610361,1610678.5
635,1610996,1611631,1612266,1612901,1613218.5,1613536,1614171,1614806,1615441,1615759.0
636,1616077,1616713,1617349,1617985,1618303.0,1618621,1619257,1619893,1620529,1620847.5
637,1621166,1621803,1622440,1623077,1623395.5,1623714,1624351,1624988,1625625,1625944.0
638,1626263,1626901,1627539,1628177,1628496.0,1628815,1629453,1630091,1630729,1631048.5
639,1631368,1632007,1632646,1633285,1633604.5,1633924,1634563,1635202,1635841,1636161.0
640,1636481,1637121,1637761,1638401,1638721.0,1639041,1639681,1640321,1640961,1641281.5
641,1641602,1642243,1642884,1643525,1643845.5,1644166,1644807,1645448,1646089,1646410.0
642,1646731,1647373,1648015,1648657,1648978.0,1649299,1649941,1650583,1651225,1651546.5
643,1651868,1652511,1653154,1653797,1654118.5,1654440,1655083,1655726,1656369,1656691.0
644,1657013,1657657,1658301,1658945,1659267.0,1659589,1660233,1660877,1661521,1661843.5
645,1662166,1662811,1663456,1664101,1664423.5,1664746,1665391,1666036,1666681,1667004.0
646,1667327,1667973,1668619,1669265,1669588.0,1669911,1670557,1671203,1671849,1672172.5
647,1672496,1673143,1673790,1674437,1674760.5,1675084,1675731,1676378,1677025,1677349.0
648,1677673,1678321,1678969,1679617,1679941.0,1680265,1680913,1681561,1682209,1682533.5
649,1682858,1683507,1684156,1684805,1685129.5,1685454,1686103,1686752,1687401,1687726.0
650,1688051,1688701,1689351,1690001,1690326.0,1690651,1691301,1691951,1692601,1692926.5
651,1693252,1693903,1694554,1695205,1695530.5,1695856,1696507,1697158,1697809,1698135.0
652,1698461,1699113,1699765,1700417,1700743.0,1701069,1701721,1702373,1703025,1703351.5
653,1703678,1704331,1704984,1705637,1705963.5,1706290,1706943,1707596,1708249,1708576.0
654,1708903,1709557,1710211,1710865,1711192.0,1711519,1712173,1712827,1713481,1713808.5
655,1714136,1714791,1715446,1716101,1716428.5,1716756,1717411,1718066,1718721,1719049.0
656,1719377,1720033,1720689,1721345,1721673.0,1722001,1722657,1723313,1723969,1724297.5
657,1724626,1725283,1725940,1726597,1726925.5,1727254,1727911,1728568,1729225,1729554.0
658,1729883,1730541,1731199,1731857,1732186.0,1732515,1733173,1733831,1734489,1734818.5
659,1735148,1735807,1736466,1737125,1737454.5,1737784,1738443,1739102,1739761,1740091.0
660,1740421,1741081,1741741,1742401,1742731.0,1743061,1743721,1744381,1745041,1745371.5
661,1745702,1746363,1747024,1747685,1748015.5,1748346,1749007,1749668,1750329,1750660.0
662,1750991,1751653,1752315,1752977,1753308.0,1753639,1754301,1754963,1755625,1755956.5
663,1756288,1756951,1757614,1758277,1758608.5,1758940,1759603,1760266,1760929,1761261.0
664,1761593,1762257,1762921,1763585,1763917.0,1764249,1764913,1765577,1766241,1766573.5
665,1766906,1767571,1768236,1768901,1769233.5,1769566,1770231,1770896,1771561,1771894.0
666,1772227,1772893,1773559,1774225,1774558.0,1774891,1775557,1776223,1776889,1777222.5
667,1777556,1778223,1778890,1779557,1779890.5,1780224,1780891,1781558,1782225,1782559.0
668,1782893,1783561,1784229,1784897,1785231.0,1785565,1786233,1786901,1787569,1787903.5
669,1788238,1788907,1789576,1790245,1790579.5,1790914,1791583,1792252,1792921,1793256.0
670,1793591,1794261,1794931,1795601,1795936.0,1796271,1796941,1797611,1798281,1798616.5
671,1798952,1799623,1800294,1800965,1801300.5,1801636,1802307,1802978,1803649,1803985.0
672,1804321,1804993,1805665,1806337,1806673.0,1807009,1807681,1808353,1809025,1809361.5
673,1809698,1810371,1811044,1811717,1812053.5,1812390,1813063,1813736,1814409,1814746.0
674,1815083,1815757,1816431,1817105,1817442.0,1817779,1818453,1819127,1819801,1820138.5
675,1820476,1821151,1821826,1822501,1822838.5,1823176,1823851,1824526,1825201,1825539.0
676,1825877,1826553,1827229,1827905,1828243.0,1828581,1829257,1829933,1830609,1830947.5
677,1831286,1831963,1832640,1833317,1833655.5,1833994,1834671,1835348,1836025,1836364.0
678,1836703,1837381,1838059,1838737,1839076.0,1839415,1840093,1840771,1841449,1841788.5
679,1842128,1842807,1843486,1844165,1844504.5,1844844,1845523,1846202,1846881,1847221.0
680,1847561,1848241,1848921,1849601,1849941.0,1850281,1850961,1851641,1852321,1852661.5
681,1853002,1853683,1854364,1855045,1855385.5,1855726,1856407,1857088,1857769,1858110.0
682,1858451,1859133,1859815,1860497,1860838.0,1861179,1861861,1862543,1863225,1863566.5
683,1863908,1864591,1865274,1865957,1866298.5,1866640,1867323,1868006,1868689,1869031.0
684,1869373,1870057,1870741,1871425,1871767.0,1872109,1872793,1873477,1874161,1874503.5
685,1874846,1875531,1876216,1876901,1877243.5,1877586,1878271,1878956,1879641,1879984.0
686,1880327,1881013,1881699,1882385,1882728.0,1883071,1883757,1884443,1885129,1885472.5
687,1885816,1886503,1887190,1887877,1888220.5,1888564,1889251,1889938,1890625,1890969.0
688,1891313,1892001,1892689,1893377,1893721.0,1894065,1894753,1895441,1896129,1896473.5
689,1896818,1897507,1898196,1898885,1899229.5,1899574,1900263,1900952,1901641,1901986.0
690,1902331,1903021,1903711,1904401,1904746.0,1905091,1905781,1906471,1907161,1907506.5
691,1907852,1908543,1909234,1909925,1910270.5,1910616,1911307,1911998,1912689,1913035.0
692,1913381,1914073,1914765,1915457,1915803.0,1916149,1916841,1917533,1918225,1918571.5
693,1918918,1919611,1920304,1920997,1921343.5,1921690,1922383,1923076,1923769,1924116.0
694,1924463,1925157,1925851,1926545,1926892.0,1927239,1927933,1928627,1929321,1929668.5
695,1930016,1930711,1931406,1932101,1932448.5,1932796,1933491,1934186,1934881,1935229.0
696,1935577,1936273,1936969,1937665,1938013.0,1938361,1939057,1939753,1940449,1940797.5
697,1941146,1941843,1942540,1943237,1943585.5,1943934,1944631,1945328,1946025,1946374.0
698,1946723,1947421,1948119,1948817,1949166.0,1949515,1950213,1950911,1951609,1951958.5
699,1952308,1953007,1953706,1954405,1954754.5,1955104,1955803,1956502,1957201,1957551.0
700,1957901,1958601,1959301,1960001,1960351.0,1960701,1961401,1962101,1962801,1963151.5
701,1963502,1964203,1964904,1965605,1965955.5,1966306,1967007,1967708,1968409,1968760.0
702,1969111,1969813,1970515,1971217,1971568.0,1971919,1972621,1973323,1974025,1974376.5
703,1974728,1975431,1976134,1976837,1977188.5,1977540,1978243,1978946,1979649,1980001.0
704,1980353,1981057,1981761,1982465,1982817.0,1983169,1983873,1984577,1985281,1985633.5
705,1985986,1986691,1987396,1988101,1988453.5,1988806,1989511,1990216,1990921,1991274.0
706,1991627,1992333,1993039,1993745,1994098.0,1994451,1995157,1995863,1996569,1996922.5
707,1997276,1997983,1998690,1999397,1999750.5,2000104,2000811,2001518,2002225,2002579.0
708,2002933,2003641,2004349,2005057,2005411.0,2005765,2006473,2007181,2007889,2008243.5
