Index,Buy_0,Notrade_45,Notrade_90,Sell_135,SL1,Buy_180,Notrade_225,Notrade_270,Sell_315,SL2
709,2008598,2009307,2010016,2010725,2011079.5,2011434,2012143,2012852,2013561,2013916.0
710,2014271,2014981,2015691,2016401,2016756.0,2017111,2017821,2018531,2019241,2019596.5
711,2019952,2020663,2021374,2022085,2022440.5,2022796,2023507,2024218,2024929,2025285.0
712,2025641,2026353,2027065,2027777,2028133.0,2028489,2029201,2029913,2030625,2030981.5
713,2031338,2032051,2032764,2033477,2033833.5,2034190,2034903,2035616,2036329,2036686.0
714,2037043,2037757,2038471,2039185,2039542.0,2039899,2040613,2041327,2042041,2042398.5
715,2042756,2043471,2044186,2044901,2045258.5,2045616,2046331,2047046,2047761,2048119.0
716,2048477,2049193,2049909,2050625,2050983.0,2051341,2052057,2052773,2053489,2053847.5
717,2054206,2054923,2055640,2056357,2056715.5,2057074,2057791,2058508,2059225,2059584.0
718,2059943,2060661,2061379,2062097,2062456.0,2062815,2063533,2064251,2064969,2065328.5
719,2065688,2066407,2067126,2067845,2068204.5,2068564,2069283,2070002,2070721,2071081.0
720,2071441,2072161,2072881,2073601,2073961.0,2074321,2075041,2075761,2076481,2076841.5
721,2077202,2077923,2078644,2079365,2079725.5,2080086,2080807,2081528,2082249,2082610.0
722,2082971,2083693,2084415,2085137,2085498.0,2085859,2086581,2087303,2088025,2088386.5
723,2088748,2089471,2090194,2090917,2091278.5,2091640,2092363,2093086,2093809,2094171.0
724,2094533,2095257,2095981,2096705,2097067.0,2097429,2098153,2098877,2099601,2099963.5
725,2100326,2101051,2101776,2102501,2102863.5,2103226,2103951,2104676,2105401,2105764.0
726,2106127,2106853,2107579,2108305,2108668.0,2109031,2109757,2110483,2111209,2111572.5
727,2111936,2112663,2113390,2114117,2114480.5,2114844,2115571,2116298,2117025,2117389.0
728,2117753,2118481,2119209,2119937,2120301.0,2120665,2121393,2122121,2122849,2123213.5
729,2123578,2124307,2125036,2125765,2126129.5,2126494,2127223,2127952,2128681,2129046.0
730,2129411,2130141,2130871,2131601,2131966.0,2132331,2133061,2133791,2134521,2134886.5
731,2135252,2135983,2136714,2137445,2137810.5,2138176,2138907,2139638,2140369,2140735.0
732,2141101,2141833,2142565,2143297,2143663.0,2144029,2144761,2145493,2146225,2146591.5
733,2146958,2147691,2148424,2149157,2149523.5,2149890,2150623,2151356,2152089,2152456.0
734,2152823,2153557,2154291,2155025,2155392.0,2155759,2156493,2157227,2157961,2158328.5
735,2158696,2159431,2160166,2160901,2161268.5,2161636,2162371,2163106,2163841,2164209.0
736,2164577,2165313,2166049,2166785,2167153.0,2167521,2168257,2168993,2169729,2170097.5
737,2170466,2171203,2171940,2172677,2173045.5,2173414,2174151,2174888,2175625,2175994.0
738,2176363,2177101,2177839,2178577,2178946.0,2179315,2180053,2180791,2181529,2181898.5
739,2182268,2183007,2183746,2184485,2184854.5,2185224,2185963,2186702,2187441,2187811.0
740,2188181,2188921,2189661,2190401,2190771.0,2191141,2191881,2192621,2193361,2193731.5
741,2194102,2194843,2195584,2196325,2196695.5,2197066,2197807,2198548,2199289,2199660.0
742,2200031,2200773,2201515,2202257,2202628.0,2202999,2203741,2204483,2205225,2205596.5
743,2205968,2206711,2207454,2208197,2208568.5,2208940,2209683,2210426,2211169,2211541.0
744,2211913,2212657,2213401,2214145,2214517.0,2214889,2215633,2216377,2217121,2217493.5
745,2217866,2218611,2219356,2220101,2220473.5,2220846,2221591,2222336,2223081,2223454.0
746,2223827,2224573,2225319,2226065,2226438.0,2226811,2227557,2228303,2229049,2229422.5
747,2229796,2230543,2231290,2232037,2232410.5,2232784,2233531,2234278,2235025,2235399.0
748,2235773,2236521,2237269,2238017,2238391.0,2238765,2239513,2240261,2241009,2241383.5
749,2241758,2242507,2243256,2244005,2244379.5,2244754,2245503,2246252,2247001,2247376.0
750,2247751,2248501,2249251,2250001,2250376.0,2250751,2251501,2252251,2253001,2253376.5
751,2253752,2254503,2255254,2256005,2256380.5,2256756,2257507,2258258,2259009,2259385.0
752,2259761,2260513,2261265,2262017,2262393.0,2262769,2263521,2264273,2265025,2265401.5
753,2265778,2266531,2267284,2268037,2268413.5,2268790,2269543,2270296,2271049,2271426.0
754,2271803,2272557,2273311,2274065,2274442.0,2274819,2275573,2276327,2277081,2277458.5
755,2277836,2278591,2279346,2280101,2280478.5,2280856,2281611,2282366,2283121,2283499.0
756,2283877,2284633,2285389,2286145,2286523.0,2286901,2287657,2288413,2289169,2289547.5
757,2289926,2290683,2291440,2292197,2292575.5,2292954,2293711,2294468,2295225,2295604.0
758,2295983,2296741,2297499,2298257,2298636.0,2299015,2299773,2300531,2301289,2301668.5
759,2302048,2302807,2303566,2304325,2304704.5,2305084,2305843,2306602,2307361,2307741.0
760,2308121,2308881,2309641,2310401,2310781.0,2311161,2311921,2312681,2313441,2313821.5
761,2314202,2314963,2315724,2316485,2316865.5,2317246,2318007,2318768,2319529,2319910.0
762,2320291,2321053,2321815,2322577,2322958.0,2323339,2324101,2324863,2325625,2326006.5
763,2326388,2327151,2327914,2328677,2329058.5,2329440,2330203,2330966,2331729,2332111.0
764,2332493,2333257,2334021,2334785,2335167.0,2335549,2336313,2337077,2337841,2338223.5
765,2338606,2339371,2340136,2340901,2341283.5,2341666,2342431,2343196,2343961,2344344.0
766,2344727,2345493,2346259,2347025,2347408.0,2347791,2348557,2349323,2350089,2350472.5
767,2350856,2351623,2352390,2353157,2353540.5,2353924,2354691,2355458,2356225,2356609.0
768,2356993,2357761,2358529,2359297,2359681.0,2360065,2360833,2361601,2362369,2362753.5
769,2363138,2363907,2364676,2365445,2365829.5,2366214,2366983,2367752,2368521,2368906.0
770,2369291,2370061,2370831,2371601,2371986.0,2372371,2373141,2373911,2374681,2375066.5
771,2375452,2376223,2376994,2377765,2378150.5,2378536,2379307,2380078,2380849,2381235.0
772,2381621,2382393,2383165,2383937,2384323.0,2384709,2385481,2386253,2387025,2387411.5
773,2387798,2388571,2389344,2390117,2390503.5,2390890,2391663,2392436,2393209,2393596.0
774,2393983,2394757,2395531,2396305,2396692.0,2397079,2397853,2398627,2399401,2399788.5
775,2400176,2400951,2401726,2402501,2402888.5,2403276,2404051,2404826,2405601,2405989.0
776,2406377,2407153,2407929,2408705,2409093.0,2409481,2410257,2411033,2411809,2412197.5
777,2412586,2413363,2414140,2414917,2415305.5,2415694,2416471,2417248,2418025,2418414.0
778,2418803,2419581,2420359,2421137,2421526.0,2421915,2422693,2423471,2424249,2424638.5
779,2425028,2425807,2426586,2427365,2427754.5,2428144,2428923,2429702,2430481,2430871.0
780,2431261,2432041,2432821,2433601,2433991.0,2434381,2435161,2435941,2436721,2437111.5
781,2437502,2438283,2439064,2439845,2440235.5,2440626,2441407,2442188,2442969,2443360.0
782,2443751,2444533,2445315,2446097,2446488.0,2446879,2447661,2448443,2449225,2449616.5
783,2450008,2450791,2451574,2452357,2452748.5,2453140,2453923,2454706,2455489,2455881.0
784,2456273,2457057,2457841,2458625,2459017.0,2459409,2460193,2460977,2461761,2462153.5
785,2462546,2463331,2464116,2464901,2465293.5,2465686,2466471,2467256,2468041,2468434.0
786,2468827,2469613,2470399,2471185,2471578.0,2471971,2472757,2473543,2474329,2474722.5
787,2475116,2475903,2476690,2477477,2477870.5,2478264,2479051,2479838,2480625,2481019.0
788,2481413,2482201,2482989,2483777,2484171.0,2484565,2485353,2486141,2486929,2487323.5
789,2487718,2488507,2489296,2490085,2490479.5,2490874,2491663,2492452,2493241,2493636.0
790,2494031,2494821,2495611,2496401,2496796.0,2497191,2497981,2498771,2499561,2499956.5
791,2500352,2501143,2501934,2502725,2503120.5,2503516,2504307,2505098,2505889,2506285.0
792,2506681,2507473,2508265,2509057,2509453.0,2509849,2510641,2511433,2512225,2512621.5
793,2513018,2513811,2514604,2515397,2515793.5,2516190,2516983,2517776,2518569,2518966.0
794,2519363,2520157,2520951,2521745,2522142.0,2522539,2523333,2524127,2524921,2525318.5
795,2525716,2526511,2527306,2528101,2528498.5,2528896,2529691,2530486,2531281,2531679.0
796,2532077,2532873,2533669,2534465,2534863.0,2535261,2536057,2536853,2537649,2538047.5
797,2538446,2539243,2540040,2540837,2541235.5,2541634,2542431,2543228,2544025,2544424.0
798,2544823,2545621,2546419,2547217,2547616.0,2548015,2548813,2549611,2550409,2550808.5
799,2551208,2552007,2552806,2553605,2554004.5,2554404,2555203,2556002,2556801,2557201.0
800,2557601,2558401,2559201,2560001,2560401.0,2560801,2561601,2562401,2563201,2563601.5
801,2564002,2564803,2565604,2566405,2566805.5,2567206,2568007,2568808,2569609,2570010.0
802,2570411,2571213,2572015,2572817,2573218.0,2573619,2574421,2575223,2576025,2576426.5
803,2576828,2577631,2578434,2579237,2579638.5,2580040,2580843,2581646,2582449,2582851.0
804,2583253,2584057,2584861,2585665,2586067.0,2586469,2587273,2588077,2588881,2589283.5
805,2589686,2590491,2591296,2592101,2592503.5,2592906,2593711,2594516,2595321,2595724.0
806,2596127,2596933,2597739,2598545,2598948.0,2599351,2600157,2600963,2601769,2602172.5
807,2602576,2603383,2604190,2604997,2605400.5,2605804,2606611,2607418,2608225,2608629.0
808,2609033,2609841,2610649,2611457,2611861.0,2612265,2613073,2613881,2614689,2615093.5
809,2615498,2616307,2617116,2617925,2618329.5,2618734,2619543,2620352,2621161,2621566.0
810,2621971,2622781,2623591,2624401,2624806.0,2625211,2626021,2626831,2627641,2628046.5
811,2628452,2629263,2630074,2630885,2631290.5,2631696,2632507,2633318,2634129,2634535.0
812,2634941,2635753,2636565,2637377,2637783.0,2638189,2639001,2639813,2640625,2641031.5
813,2641438,2642251,2643064,2643877,2644283.5,2644690,2645503,2646316,2647129,2647536.0
814,2647943,2648757,2649571,2650385,2650792.0,2651199,2652013,2652827,2653641,2654048.5
815,2654456,2655271,2656086,2656901,2657308.5,2657716,2658531,2659346,2660161,2660569.0
816,2660977,2661793,2662609,2663425,2663833.0,2664241,2665057,2665873,2666689,2667097.5
817,2667506,2668323,2669140,2669957,2670365.5,2670774,2671591,2672408,2673225,2673634.0
818,2674043,2674861,2675679,2676497,2676906.0,2677315,2678133,2678951,2679769,2680178.5
819,2680588,2681407,2682226,2683045,2683454.5,2683864,2684683,2685502,2686321,2686731.0
820,2687141,2687961,2688781,2689601,2690011.0,2690421,2691241,2692061,2692881,2693291.5
821,2693702,2694523,2695344,2696165,2696575.5,2696986,2697807,2698628,2699449,2699860.0
822,2700271,2701093,2701915,2702737,2703148.0,2703559,2704381,2705203,2706025,2706436.5
823,2706848,2707671,2708494,2709317,2709728.5,2710140,2710963,2711786,2712609,2713021.0
824,2713433,2714257,2715081,2715905,2716317.0,2716729,2717553,2718377,2719201,2719613.5
825,2720026,2720851,2721676,2722501,2722913.5,2723326,2724151,2724976,2725801,2726214.0
826,2726627,2727453,2728279,2729105,2729518.0,2729931,2730757,2731583,2732409,2732822.5
827,2733236,2734063,2734890,2735717,2736130.5,2736544,2737371,2738198,2739025,2739439.0
828,2739853,2740681,2741509,2742337,2742751.0,2743165,2743993,2744821,2745649,2746063.5
829,2746478,2747307,2748136,2748965,2749379.5,2749794,2750623,2751452,2752281,2752696.0
830,2753111,2753941,2754771,2755601,2756016.0,2756431,2757261,2758091,2758921,2759336.5
831,2759752,2760583,2761414,2762245,2762660.5,2763076,2763907,2764738,2765569,2765985.0
832,2766401,2767233,2768065,2768897,2769313.0,2769729,2770561,2771393,2772225,2772641.5
833,2773058,2773891,2774724,2775557,2775973.5,2776390,2777223,2778056,2778889,2779306.0
834,2779723,2780557,2781391,2782225,2782642.0,2783059,2783893,2784727,2785561,2785978.5
835,2786396,2787231,2788066,2788901,2789318.5,2789736,2790571,2791406,2792241,2792659.0
836,2793077,2793913,2794749,2795585,2796003.0,2796421,2797257,2798093,2798929,2799347.5
837,2799766,2800603,2801440,2802277,2802695.5,2803114,2803951,2804788,2805625,2806044.0
838,2806463,2807301,2808139,2808977,2809396.0,2809815,2810653,2811491,2812329,2812748.5
839,2813168,2814007,2814846,2815685,2816104.5,2816524,2817363,2818202,2819041,2819461.0
840,2819881,2820721,2821561,2822401,2822821.0,2823241,2824081,2824921,2825761,2826181.5
841,2826602,2827443,2828284,2829125,2829545.5,2829966,2830807,2831648,2832489,2832910.0
842,2833331,2834173,2835015,2835857,2836278.0,2836699,2837541,2838383,2839225,2839646.5
843,2840068,2840911,2841754,2842597,2843018.5,2843440,2844283,2845126,2845969,2846391.0
844,2846813,2847657,2848501,2849345,2849767.0,2850189,2851033,2851877,2852721,2853143.5
845,2853566,2854411,2855256,2856101,2856523.5,2856946,2857791,2858636,2859481,2859904.0
846,2860327,2861173,2862019,2862865,2863288.0,2863711,2864557,2865403,2866249,2866672.5
847,2867096,2867943,2868790,2869637,2870060.5,2870484,2871331,2872178,2873025,2873449.0
848,2873873,2874721,2875569,2876417,2876841.0,2877265,2878113,2878961,2879809,2880233.5
849,2880658,2881507,2882356,2883205,2883629.5,2884054,2884903,2885752,2886601,2887026.0
850,2887451,2888301,2889151,2890001,2890426.0,2890851,2891701,2892551,2893401,2893826.5
851,2894252,2895103,2895954,2896805,2897230.5,2897656,2898507,2899358,2900209,2900635.0
852,2901061,2901913,2902765,2903617,2904043.0,2904469,2905321,2906173,2907025,2907451.5
853,2907878,2908731,2909584,2910437,2910863.5,2911290,2912143,2912996,2913849,2914276.0
854,2914703,2915557,2916411,2917265,2917692.0,2918119,2918973,2919827,2920681,2921108.5
855,2921536,2922391,2923246,2924101,2924528.5,2924956,2925811,2926666,2927521,2927949.0
856,2928377,2929233,2930089,2930945,2931373.0,2931801,2932657,2933513,2934369,2934797.5
857,2935226,2936083,2936940,2937797,2938225.5,2938654,2939511,2940368,2941225,2941654.0
858,2942083,2942941,2943799,2944657,2945086.0,2945515,2946373,2947231,2948089,2948518.5
859,2948948,2949807,2950666,2951525,2951954.5,2952384,2953243,2954102,2954961,2955391.0
860,2955821,2956681,2957541,2958401,2958831.0,2959261,2960121,2960981,2961841,2962271.5
861,2962702,2963563,2964424,2965285,2965715.5,2966146,2967007,2967868,2968729,2969160.0
862,2969591,2970453,2971315,2972177,2972608.0,2973039,2973901,2974763,2975625,2976056.5
863,2976488,2977351,2978214,2979077,2979508.5,2979940,2980803,2981666,2982529,2982961.0
864,2983393,2984257,2985121,2985985,2986417.0,2986849,2987713,2988577,2989441,2989873.5
865,2990306,2991171,2992036,2992901,2993333.5,2993766,2994631,2995496,2996361,2996794.0
866,2997227,2998093,2998959,2999825,3000258.0,3000691,3001557,3002423,3003289,3003722.5
867,3004156,3005023,3005890,3006757,3007190.5,3007624,3008491,3009358,3010225,3010659.0
868,3011093,3011961,3012829,3013697,3014131.0,3014565,3015433,3016301,3017169,3017603.5
869,3018038,3018907,3019776,3020645,3021079.5,3021514,3022383,3023252,3024121,3024556.0
870,3024991,3025861,3026731,3027601,3028036.0,3028471,3029341,3030211,3031081,3031516.5
871,3031952,3032823,3033694,3034565,3035000.5,3035436,3036307,3037178,3038049,3038485.0
872,3038921,3039793,3040665,3041537,3041973.0,3042409,3043281,3044153,3045025,3045461.5
873,3045898,3046771,3047644,3048517,3048953.5,3049390,3050263,3051136,3052009,3052446.0
874,3052883,3053757,3054631,3055505,3055942.0,3056379,3057253,3058127,3059001,3059438.5
875,3059876,3060751,3061626,3062501,3062938.5,3063376,3064251,3065126,3066001,3066439.0
876,3066877,3067753,3068629,3069505,3069943.0,3070381,3071257,3072133,3073009,3073447.5
877,3073886,3074763,3075640,3076517,3076955.5,3077394,3078271,3079148,3080025,3080464.0
878,3080903,3081781,3082659,3083537,3083976.0,3084415,3085293,3086171,3087049,3087488.5
879,3087928,3088807,3089686,3090565,3091004.5,3091444,3092323,3093202,3094081,3094521.0
880,3094961,3095841,3096721,3097601,3098041.0,3098481,3099361,3100241,3101121,3101561.5
881,3102002,3102883,3103764,3104645,3105085.5,3105526,3106407,3107288,3108169,3108610.0
882,3109051,3109933,3110815,3111697,3112138.0,3112579,3113461,3114343,3115225,3115666.5
883,3116108,3116991,3117874,3118757,3119198.5,3119640,3120523,3121406,3122289,3122731.0
884,3123173,3124057,3124941,3125825,3126267.0,3126709,3127593,3128477,3129361,3129803.5
885,3130246,3131131,3132016,3132901,3133343.5,3133786,3134671,3135556,3136441,3136884.0
886,3137327,3138213,3139099,3139985,3140428.0,3140871,3141757,3142643,3143529,3143972.5
887,3144416,3145303,3146190,3147077,3147520.5,3147964,3148851,3149738,3150625,3151069.0
888,3151513,3152401,3153289,3154177,3154621.0,3155065,3155953,3156841,3157729,3158173.5
889,3158618,3159507,3160396,3161285,3161729.5,3162174,3163063,3163952,3164841,3165286.0
890,3165731,3166621,3167511,3168401,3168846.0,3169291,3170181,3171071,3171961,3172406.5
891,3172852,3173743,3174634,3175525,3175970.5,3176416,3177307,3178198,3179089,3179535.0
892,3179981,3180873,3181765,3182657,3183103.0,3183549,3184441,3185333,3186225,3186671.5
893,3187118,3188011,3188904,3189797,3190243.5,3190690,3191583,3192476,3193369,3193816.0
894,3194263,3195157,3196051,3196945,3197392.0,3197839,3198733,3199627,3200521,3200968.5
895,3201416,3202311,3203206,3204101,3204548.5,3204996,3205891,3206786,3207681,3208129.0
896,3208577,3209473,3210369,3211265,3211713.0,3212161,3213057,3213953,3214849,3215297.5
897,3215746,3216643,3217540,3218437,3218885.5,3219334,3220231,3221128,3222025,3222474.0
898,3222923,3223821,3224719,3225617,3226066.0,3226515,3227413,3228311,3229209,3229658.5
899,3230108,3231007,3231906,3232805,3233254.5,3233704,3234603,3235502,3236401,3236851.0
900,3237301,3238201,3239101,3240001,3240451.0,3240901,3241801,3242701,3243601,3244051.5
901,3244502,3245403,3246304,3247205,3247655.5,3248106,3249007,3249908,3250809,3251260.0
902,3251711,3252613,3253515,3254417,3254868.0,3255319,3256221,3257123,3258025,3258476.5
903,3258928,3259831,3260734,3261637,3262088.5,3262540,3263443,3264346,3265249,3265701.0
904,3266153,3267057,3267961,3268865,3269317.0,3269769,3270673,3271577,3272481,3272933.5
905,3273386,3274291,3275196,3276101,3276553.5,3277006,3277911,3278816,3279721,3280174.0
906,3280627,3281533,3282439,3283345,3283798.0,3284251,3285157,3286063,3286969,3287422.5
907,3287876,3288783,3289690,3290597,3291050.5,3291504,3292411,3293318,3294225,3294679.0
908,3295133,3296041,3296949,3297857,3298311.0,3298765,3299673,3300581,3301489,3301943.5
909,3302398,3303307,3304216,3305125,3305579.5,3306034,3306943,3307852,3308761,3309216.0
910,3309671,3310581,3311491,3312401,3312856.0,3313311,3314221,3315131,3316041,3316496.5
911,3316952,3317863,3318774,3319685,3320140.5,3320596,3321507,3322418,3323329,3323785.0
912,3324241,3325153,3326065,3326977,3327433.0,3327889,3328801,3329713,3330625,3331081.5
913,3331538,3332451,3333364,3334277,3334733.5,3335190,3336103,3337016,3337929,3338386.0
914,3338843,3339757,3340671,3341585,3342042.0,3342499,3343413,3344327,3345241,3345698.5
915,3346156,3347071,3347986,3348901,3349358.5,3349816,3350731,3351646,3352561,3353019.0
916,3353477,3354393,3355309,3356225,3356683.0,3357141,3358057,3358973,3359889,3360347.5
917,3360806,3361723,3362640,3363557,3364015.5,3364474,3365391,3366308,3367225,3367684.0
918,3368143,3369061,3369979,3370897,3371356.0,3371815,3372733,3373651,3374569,3375028.5
919,3375488,3376407,3377326,3378245,3378704.5,3379164,3380083,3381002,3381921,3382381.0
920,3382841,3383761,3384681,3385601,3386061.0,3386521,3387441,3388361,3389281,3389741.5
921,3390202,3391123,3392044,3392965,3393425.5,3393886,3394807,3395728,3396649,3397110.0
922,3397571,3398493,3399415,3400337,3400798.0,3401259,3402181,3403103,3404025,3404486.5
923,3404948,3405871,3406794,3407717,3408178.5,3408640,3409563,3410486,3411409,3411871.0
924,3412333,3413257,3414181,3415105,3415567.0,3416029,3416953,3417877,3418801,3419263.5
925,3419726,3420651,3421576,3422501,3422963.5,3423426,3424351,3425276,3426201,3426664.0
926,3427127,3428053,3428979,3429905,3430368.0,3430831,3431757,3432683,3433609,3434072.5
927,3434536,3435463,3436390,3437317,3437780.5,3438244,3439171,3440098,3441025,3441489.0
928,3441953,3442881,3443809,3444737,3445201.0,3445665,3446593,3447521,3448449,3448913.5
929,3449378,3450307,3451236,3452165,3452629.5,3453094,3454023,3454952,3455881,3456346.0
930,3456811,3457741,3458671,3459601,3460066.0,3460531,3461461,3462391,3463321,3463786.5
931,3464252,3465183,3466114,3467045,3467510.5,3467976,3468907,3469838,3470769,3471235.0
932,3471701,3472633,3473565,3474497,3474963.0,3475429,3476361,3477293,3478225,3478691.5
933,3479158,3480091,3481024,3481957,3482423.5,3482890,3483823,3484756,3485689,3486156.0
934,3486623,3487557,3488491,3489425,3489892.0,3490359,3491293,3492227,3493161,3493628.5
935,3494096,3495031,3495966,3496901,3497368.5,3497836,3498771,3499706,3500641,3501109.0
936,3501577,3502513,3503449,3504385,3504853.0,3505321,3506257,3507193,3508129,3508597.5
937,3509066,3510003,3510940,3511877,3512345.5,3512814,3513751,3514688,3515625,3516094.0
938,3516563,3517501,3518439,3519377,3519846.0,3520315,3521253,3522191,3523129,3523598.5
939,3524068,3525007,3525946,3526885,3527354.5,3527824,3528763,3529702,3530641,3531111.0
940,3531581,3532521,3533461,3534401,3534871.0,3535341,3536281,3537221,3538161,3538631.5
941,3539102,3540043,3540984,3541925,3542395.5,3542866,3543807,3544748,3545689,3546160.0
942,3546631,3547573,3548515,3549457,3549928.0,3550399,3551341,3552283,3553225,3553696.5
943,3554168,3555111,3556054,3556997,3557468.5,3557940,3558883,3559826,3560769,3561241.0
944,3561713,3562657,3563601,3564545,3565017.0,3565489,3566433,3567377,3568321,3568793.5
945,3569266,3570211,3571156,3572101,3572573.5,3573046,3573991,3574936,3575881,3576354.0
946,3576827,3577773,3578719,3579665,3580138.0,3580611,3581557,3582503,3583449,3583922.5
947,3584396,3585343,3586290,3587237,3587710.5,3588184,3589131,3590078,3591025,3591499.0
948,3591973,3592921,3593869,3594817,3595291.0,3595765,3596713,3597661,3598609,3599083.5
949,3599558,3600507,3601456,3602405,3602879.5,3603354,3604303,3605252,3606201,3606676.0
950,3607151,3608101,3609051,3610001,3610476.0,3610951,3611901,3612851,3613801,3614276.5
951,3614752,3615703,3616654,3617605,3618080.5,3618556,3619507,3620458,3621409,3621885.0
952,3622361,3623313,3624265,3625217,3625693.0,3626169,3627121,3628073,3629025,3629501.5
953,3629978,3630931,3631884,3632837,3633313.5,3633790,3634743,3635696,3636649,3637126.0
954,3637603,3638557,3639511,3640465,3640942.0,3641419,3642373,3643327,3644281,3644758.5
955,3645236,3646191,3647146,3648101,3648578.5,3649056,3650011,3650966,3651921,3652399.0
956,3652877,3653833,3654789,3655745,3656223.0,3656701,3657657,3658613,3659569,3660047.5
957,3660526,3661483,3662440,3663397,3663875.5,3664354,3665311,3666268,3667225,3667704.0
958,3668183,3669141,3670099,3671057,3671536.0,3672015,3672973,3673931,3674889,3675368.5
959,3675848,3676807,3677766,3678725,3679204.5,3679684,3680643,3681602,3682561,3683041.0
960,3683521,3684481,3685441,3686401,3686881.0,3687361,3688321,3689281,3690241,3690721.5
961,3691202,3692163,3693124,3694085,3694565.5,3695046,3696007,3696968,3697929,3698410.0
962,3698891,3699853,3700815,3701777,3702258.0,3702739,3703701,3704663,3705625,3706106.5
963,3706588,3707551,3708514,3709477,3709958.5,3710440,3711403,3712366,3713329,3713811.0
964,3714293,3715257,3716221,3717185,3717667.0,3718149,3719113,3720077,3721041,3721523.5
965,3722006,3722971,3723936,3724901,3725383.5,3725866,3726831,3727796,3728761,3729244.0
966,3729727,3730693,3731659,3732625,3733108.0,3733591,3734557,3735523,3736489,3736972.5
967,3737456,3738423,3739390,3740357,3740840.5,3741324,3742291,3743258,3744225,3744709.0
968,3745193,3746161,3747129,3748097,3748581.0,3749065,3750033,3751001,3751969,3752453.5
969,3752938,3753907,3754876,3755845,3756329.5,3756814,3757783,3758752,3759721,3760206.0
970,3760691,3761661,3762631,3763601,3764086.0,3764571,3765541,3766511,3767481,3767966.5
971,3768452,3769423,3770394,3771365,3771850.5,3772336,3773307,3774278,3775249,3775735.0
972,3776221,3777193,3778165,3779137,3779623.0,3780109,3781081,3782053,3783025,3783511.5
973,3783998,3784971,3785944,3786917,3787403.5,3787890,3788863,3789836,3790809,3791296.0
974,3791783,3792757,3793731,3794705,3795192.0,3795679,3796653,3797627,3798601,3799088.5
975,3799576,3800551,3801526,3802501,3802988.5,3803476,3804451,3805426,3806401,3806889.0
976,3807377,3808353,3809329,3810305,3810793.0,3811281,3812257,3813233,3814209,3814697.5
977,3815186,3816163,3817140,3818117,3818605.5,3819094,3820071,3821048,3822025,3822514.0
978,3823003,3823981,3824959,3825937,3826426.0,3826915,3827893,3828871,3829849,3830338.5
979,3830828,3831807,3832786,3833765,3834254.5,3834744,3835723,3836702,3837681,3838171.0
980,3838661,3839641,3840621,3841601,3842091.0,3842581,3843561,3844541,3845521,3846011.5
981,3846502,3847483,3848464,3849445,3849935.5,3850426,3851407,3852388,3853369,3853860.0
982,3854351,3855333,3856315,3857297,3857788.0,3858279,3859261,3860243,3861225,3861716.5
983,3862208,3863191,3864174,3865157,3865648.5,3866140,3867123,3868106,3869089,3869581.0
984,3870073,3871057,3872041,3873025,3873517.0,3874009,3874993,3875977,3876961,3877453.5
985,3877946,3878931,3879916,3880901,3881393.5,3881886,3882871,3883856,3884841,3885334.0
986,3885827,3886813,3887799,3888785,3889278.0,3889771,3890757,3891743,3892729,3893222.5
987,3893716,3894703,3895690,3896677,3897170.5,3897664,3898651,3899638,3900625,3901119.0
988,3901613,3902601,3903589,3904577,3905071.0,3905565,3906553,3907541,3908529,3909023.5
989,3909518,3910507,3911496,3912485,3912979.5,3913474,3914463,3915452,3916441,3916936.0
990,3917431,3918421,3919411,3920401,3920896.0,3921391,3922381,3923371,3924361,3924856.5
991,3925352,3926343,3927334,3928325,3928820.5,3929316,3930307,3931298,3932289,3932785.0
992,3933281,3934273,3935265,3936257,3936753.0,3937249,3938241,3939233,3940225,3940721.5
993,3941218,3942211,3943204,3944197,3944693.5,3945190,3946183,3947176,3948169,3948666.0
994,3949163,3950157,3951151,3952145,3952642.0,3953139,3954133,3955127,3956121,3956618.5
995,3957116,3958111,3959106,3960101,3960598.5,3961096,3962091,3963086,3964081,3964579.0
996,3965077,3966073,3967069,3968065,3968563.0,3969061,3970057,3971053,3972049,3972547.5
997,3973046,3974043,3975040,3976037,3976535.5,3977034,3978031,3979028,3980025,3980524.0
998,3981023,3982021,3983019,3984017,3984516.0,3985015,3986013,3987011,3988009,3988508.5
999,3989008,3990007,3991006,3992005,3992504.5,3993004,3994003,3995002,3996001,3996501.0
1000,3997001,3998001,3999001,4000001,4000501.0,4001001,4002001,4003001,4004001,4004501.5
1001,4005002,4006003,4007004,4008005,4008505.5,4009006,4010007,4011008,4012009,
