Index,Buy_45,Notrade_90,Notrade_135,Sell_180,SL1,Buy_225,Notrade_270,Notrade_315,Sell_360,SL2
920,3383761,3384681,3385601,3386521,3386981.0,3387441,3388361,3389281,3390202.0,3390662.5
921,3391123,3392044,3392965,3393886,3394346.5,3394807,3395728,3396649,3397571.0,3398032.0
922,3398493,3399415,3400337,3401259,3401720.0,3402181,3403103,3404025,3404948.0,3405409.5
923,3405871,3406794,3407717,3408640,3409101.5,3409563,3410486,3411409,3412333.0,3412795.0
924,3413257,3414181,3415105,3416029,3416491.0,3416953,3417877,3418801,3419726.0,3420188.5
925,3420651,3421576,3422501,3423426,3423888.5,3424351,3425276,3426201,3427127.0,3427590.0
926,3428053,3428979,3429905,3430831,3431294.0,3431757,3432683,3433609,3434536.0,3434999.5
927,3435463,3436390,3437317,3438244,3438707.5,3439171,3440098,3441025,3441953.0,3442417.0
928,3442881,3443809,3444737,3445665,3446129.0,3446593,3447521,3448449,3449378.0,3449842.5
929,3450307,3451236,3452165,3453094,3453558.5,3454023,3454952,3455881,3456811.0,3457276.0
930,3457741,3458671,3459601,3460531,3460996.0,3461461,3462391,3463321,3464252.0,3464717.5
931,3465183,3466114,3467045,3467976,3468441.5,3468907,3469838,3470769,3471701.0,3472167.0
932,3472633,3473565,3474497,3475429,3475895.0,3476361,3477293,3478225,3479158.0,3479624.5
933,3480091,3481024,3481957,3482890,3483356.5,3483823,3484756,3485689,3486623.0,3487090.0
934,3487557,3488491,3489425,3490359,3490826.0,3491293,3492227,3493161,3494096.0,3494563.5
935,3495031,3495966,3496901,3497836,3498303.5,3498771,3499706,3500641,3501577.0,3502045.0
936,3502513,3503449,3504385,3505321,3505789.0,3506257,3507193,3508129,3509066.0,3509534.5
937,3510003,3510940,3511877,3512814,3513282.5,3513751,3514688,3515625,3516563.0,3517032.0
938,3517501,3518439,3519377,3520315,3520784.0,3521253,3522191,3523129,3524068.0,3524537.5
939,3525007,3525946,3526885,3527824,3528293.5,3528763,3529702,3530641,3531581.0,3532051.0
940,3532521,3533461,3534401,3535341,3535811.0,3536281,3537221,3538161,3539102.0,3539572.5
941,3540043,3540984,3541925,3542866,3543336.5,3543807,3544748,3545689,3546631.0,3547102.0
942,3547573,3548515,3549457,3550399,3550870.0,3551341,3552283,3553225,3554168.0,3554639.5
943,3555111,3556054,3556997,3557940,3558411.5,3558883,3559826,3560769,3561713.0,3562185.0
944,3562657,3563601,3564545,3565489,3565961.0,3566433,3567377,3568321,3569266.0,3569738.5
945,3570211,3571156,3572101,3573046,3573518.5,3573991,3574936,3575881,3576827.0,3577300.0
946,3577773,3578719,3579665,3580611,3581084.0,3581557,3582503,3583449,3584396.0,3584869.5
947,3585343,3586290,3587237,3588184,3588657.5,3589131,3590078,3591025,3591973.0,3592447.0
948,3592921,3593869,3594817,3595765,3596239.0,3596713,3597661,3598609,3599558.0,3600032.5
949,3600507,3601456,3602405,3603354,3603828.5,3604303,3605252,3606201,3607151.0,3607626.0
950,3608101,3609051,3610001,3610951,3611426.0,3611901,3612851,3613801,3614752.0,3615227.5
951,3615703,3616654,3617605,3618556,3619031.5,3619507,3620458,3621409,3622361.0,3622837.0
952,3623313,3624265,3625217,3626169,3626645.0,3627121,3628073,3629025,3629978.0,3630454.5
953,3630931,3631884,3632837,3633790,3634266.5,3634743,3635696,3636649,3637603.0,3638080.0
954,3638557,3639511,3640465,3641419,3641896.0,3642373,3643327,3644281,3645236.0,3645713.5
955,3646191,3647146,3648101,3649056,3649533.5,3650011,3650966,3651921,3652877.0,3653355.0
956,3653833,3654789,3655745,3656701,3657179.0,3657657,3658613,3659569,3660526.0,3661004.5
957,3661483,3662440,3663397,3664354,3664832.5,3665311,3666268,3667225,3668183.0,3668662.0
958,3669141,3670099,3671057,3672015,3672494.0,3672973,3673931,3674889,3675848.0,3676327.5
959,3676807,3677766,3678725,3679684,3680163.5,3680643,3681602,3682561,3683521.0,3684001.0
960,3684481,3685441,3686401,3687361,3687841.0,3688321,3689281,3690241,3691202.0,3691682.5
961,3692163,3693124,3694085,3695046,3695526.5,3696007,3696968,3697929,3698891.0,3699372.0
962,3699853,3700815,3701777,3702739,3703220.0,3703701,3704663,3705625,3706588.0,3707069.5
963,3707551,3708514,3709477,3710440,3710921.5,3711403,3712366,3713329,3714293.0,3714775.0
964,3715257,3716221,3717185,3718149,3718631.0,3719113,3720077,3721041,3722006.0,3722488.5
965,3722971,3723936,3724901,3725866,3726348.5,3726831,3727796,3728761,3729727.0,3730210.0
966,3730693,3731659,3732625,3733591,3734074.0,3734557,3735523,3736489,3737456.0,3737939.5
967,3738423,3739390,3740357,3741324,3741807.5,3742291,3743258,3744225,3745193.0,3745677.0
968,3746161,3747129,3748097,3749065,3749549.0,3750033,3751001,3751969,3752938.0,3753422.5
969,3753907,3754876,3755845,3756814,3757298.5,3757783,3758752,3759721,3760691.0,3761176.0
970,3761661,3762631,3763601,3764571,3765056.0,3765541,3766511,3767481,3768452.0,3768937.5
971,3769423,3770394,3771365,3772336,3772821.5,3773307,3774278,3775249,3776221.0,3776707.0
972,3777193,3778165,3779137,3780109,3780595.0,3781081,3782053,3783025,3783998.0,3784484.5
973,3784971,3785944,3786917,3787890,3788376.5,3788863,3789836,3790809,3791783.0,3792270.0
974,3792757,3793731,3794705,3795679,3796166.0,3796653,3797627,3798601,3799576.0,3800063.5
975,3800551,3801526,3802501,3803476,3803963.5,3804451,3805426,3806401,3807377.0,3807865.0
976,3808353,3809329,3810305,3811281,3811769.0,3812257,3813233,3814209,3815186.0,3815674.5
977,3816163,3817140,3818117,3819094,3819582.5,3820071,3821048,3822025,3823003.0,3823492.0
978,3823981,3824959,3825937,3826915,3827404.0,3827893,3828871,3829849,3830828.0,3831317.5
979,3831807,3832786,3833765,3834744,3835233.5,3835723,3836702,3837681,3838661.0,3839151.0
980,3839641,3840621,3841601,3842581,3843071.0,3843561,3844541,3845521,3846502.0,3846992.5
981,3847483,3848464,3849445,3850426,3850916.5,3851407,3852388,3853369,3854351.0,3854842.0
982,3855333,3856315,3857297,3858279,3858770.0,3859261,3860243,3861225,3862208.0,3862699.5
983,3863191,3864174,3865157,3866140,3866631.5,3867123,3868106,3869089,3870073.0,3870565.0
984,3871057,3872041,3873025,3874009,3874501.0,3874993,3875977,3876961,3877946.0,3878438.5
985,3878931,3879916,3880901,3881886,3882378.5,3882871,3883856,3884841,3885827.0,3886320.0
986,3886813,3887799,3888785,3889771,3890264.0,3890757,3891743,3892729,3893716.0,3894209.5
987,3894703,3895690,3896677,3897664,3898157.5,3898651,3899638,3900625,3901613.0,3902107.0
988,3902601,3903589,3904577,3905565,3906059.0,3906553,3907541,3908529,3909518.0,3910012.5
989,3910507,3911496,3912485,3913474,3913968.5,3914463,3915452,3916441,3917431.0,3917926.0
990,3918421,3919411,3920401,3921391,3921886.0,3922381,3923371,3924361,3925352.0,3925847.5
991,3926343,3927334,3928325,3929316,3929811.5,3930307,3931298,3932289,3933281.0,3933777.0
992,3934273,3935265,3936257,3937249,3937745.0,3938241,3939233,3940225,3941218.0,3941714.5
993,3942211,3943204,3944197,3945190,3945686.5,3946183,3947176,3948169,3949163.0,3949660.0
994,3950157,3951151,3952145,3953139,3953636.0,3954133,3955127,3956121,3957116.0,3957613.5
995,3958111,3959106,3960101,3961096,3961593.5,3962091,3963086,3964081,3965077.0,3965575.0
996,3966073,3967069,3968065,3969061,3969559.0,3970057,3971053,3972049,3973046.0,3973544.5
997,3974043,3975040,3976037,3977034,3977532.5,3978031,3979028,3980025,3981023.0,3981522.0
998,3982021,3983019,3984017,3985015,3985514.0,3986013,3987011,3988009,3989008.0,3989507.5
999,3990007,3991006,3992005,3993004,3993503.5,3994003,3995002,3996001,3997001.0,3997501.0
1000,3998001,3999001,4000001,4001001,4001501.0,4002001,4003001,4004001,4005002.0,4005502.5
1001,4006003,4007004,4008005,4009006,4009506.5,4010007,4011008,4012009,4013011.0,4013512.0
1002,4014013,4015015,4016017,4017019,4017520.0,4018021,4019023,4020025,4021028.0,4021529.5
1003,4022031,4023034,4024037,4025040,4025541.5,4026043,4027046,4028049,4029053.0,4029555.0
1004,4030057,4031061,4032065,4033069,4033571.0,4034073,4035077,4036081,4037086.0,4037588.5
1005,4038091,4039096,4040101,4041106,4041608.5,4042111,4043116,4044121,4045127.0,4045630.0
1006,4046133,4047139,4048145,4049151,4049654.0,4050157,4051163,4052169,4053176.0,4053679.5
1007,4054183,4055190,4056197,4057204,4057707.5,4058211,4059218,4060225,4061233.0,4061737.0
1008,4062241,4063249,4064257,4065265,4065769.0,4066273,4067281,4068289,4069298.0,4069802.5
1009,4070307,4071316,4072325,4073334,4073838.5,4074343,4075352,4076361,4077371.0,4077876.0
1010,4078381,4079391,4080401,4081411,4081916.0,4082421,4083431,4084441,4085452.0,4085957.5
1011,4086463,4087474,4088485,4089496,4090001.5,4090507,4091518,4092529,4093541.0,4094047.0
1012,4094553,4095565,4096577,4097589,4098095.0,4098601,4099613,4100625,4101638.0,4102144.5
1013,4102651,4103664,4104677,4105690,4106196.5,4106703,4107716,4108729,4109743.0,4110250.0
1014,4110757,4111771,4112785,4113799,4114306.0,4114813,4115827,4116841,4117856.0,4118363.5
1015,4118871,4119886,4120901,4121916,4122423.5,4122931,4123946,4124961,4125977.0,4126485.0
1016,4126993,4128009,4129025,4130041,4130549.0,4131057,4132073,4133089,4134106.0,4134614.5
1017,4135123,4136140,4137157,4138174,4138682.5,4139191,4140208,4141225,4142243.0,4142752.0
1018,4143261,4144279,4145297,4146315,4146824.0,4147333,4148351,4149369,4150388.0,4150897.5
1019,4151407,4152426,4153445,4154464,4154973.5,4155483,4156502,4157521,4158541.0,4159051.0
1020,4159561,4160581,4161601,4162621,4163131.0,4163641,4164661,4165681,4166702.0,4167212.5
1021,4167723,4168744,4169765,4170786,4171296.5,4171807,4172828,4173849,4174871.0,4175382.0
1022,4175893,4176915,4177937,4178959,4179470.0,4179981,4181003,4182025,4183048.0,4183559.5
1023,4184071,4185094,4186117,4187140,4187651.5,4188163,4189186,4190209,4191233.0,4191745.0
1024,4192257,4193281,4194305,4195329,4195841.0,4196353,4197377,4198401,4199426.0,4199938.5
1025,4200451,4201476,4202501,4203526,4204038.5,4204551,4205576,4206601,4207627.0,4208140.0
1026,4208653,4209679,4210705,4211731,4212244.0,4212757,4213783,4214809,4215836.0,4216349.5
1027,4216863,4217890,4218917,4219944,4220457.5,4220971,4221998,4223025,4224053.0,4224567.0
1028,4225081,4226109,4227137,4228165,4228679.0,4229193,4230221,4231249,4232278.0,4232792.5
1029,4233307,4234336,4235365,4236394,4236908.5,4237423,4238452,4239481,4240511.0,4241026.0
1030,4241541,4242571,4243601,4244631,4245146.0,4245661,4246691,4247721,4248752.0,4249267.5
1031,4249783,4250814,4251845,4252876,4253391.5,4253907,4254938,4255969,4257001.0,4257517.0
1032,4258033,4259065,4260097,4261129,4261645.0,4262161,4263193,4264225,4265258.0,4265774.5
1033,4266291,4267324,4268357,4269390,4269906.5,4270423,4271456,4272489,4273523.0,4274040.0
1034,4274557,4275591,4276625,4277659,4278176.0,4278693,4279727,4280761,4281796.0,4282313.5
1035,4282831,4283866,4284901,4285936,4286453.5,4286971,4288006,4289041,4290077.0,4290595.0
1036,4291113,4292149,4293185,4294221,4294739.0,4295257,4296293,4297329,4298366.0,4298884.5
1037,4299403,4300440,4301477,4302514,4303032.5,4303551,4304588,4305625,4306663.0,4307182.0
1038,4307701,4308739,4309777,4310815,4311334.0,4311853,4312891,4313929,4314968.0,4315487.5
1039,4316007,4317046,4318085,4319124,4319643.5,4320163,4321202,4322241,4323281.0,4323801.0
1040,4324321,4325361,4326401,4327441,4327961.0,4328481,4329521,4330561,4331602.0,4332122.5
1041,4332643,4333684,4334725,4335766,4336286.5,4336807,4337848,4338889,4339931.0,4340452.0
1042,4340973,4342015,4343057,4344099,4344620.0,4345141,4346183,4347225,4348268.0,4348789.5
1043,4349311,4350354,4351397,4352440,4352961.5,4353483,4354526,4355569,4356613.0,4357135.0
1044,4357657,4358701,4359745,4360789,4361311.0,4361833,4362877,4363921,4364966.0,4365488.5
1045,4366011,4367056,4368101,4369146,4369668.5,4370191,4371236,4372281,4373327.0,4373850.0
1046,4374373,4375419,4376465,4377511,4378034.0,4378557,4379603,4380649,4381696.0,4382219.5
1047,4382743,4383790,4384837,4385884,4386407.5,4386931,4387978,4389025,4390073.0,4390597.0
1048,4391121,4392169,4393217,4394265,4394789.0,4395313,4396361,4397409,4398458.0,4398982.5
1049,4399507,4400556,4401605,4402654,4403178.5,4403703,4404752,4405801,4406851.0,4407376.0
1050,4407901,4408951,4410001,4411051,4411576.0,4412101,4413151,4414201,4415252.0,4415777.5
1051,4416303,4417354,4418405,4419456,4419981.5,4420507,4421558,4422609,4423661.0,4424187.0
1052,4424713,4425765,4426817,4427869,4428395.0,4428921,4429973,4431025,4432078.0,4432604.5
1053,4433131,4434184,4435237,4436290,4436816.5,4437343,4438396,4439449,4440503.0,4441030.0
1054,4441557,4442611,4443665,4444719,4445246.0,4445773,4446827,4447881,4448936.0,4449463.5
1055,4449991,4451046,4452101,4453156,4453683.5,4454211,4455266,4456321,4457377.0,4457905.0
1056,4458433,4459489,4460545,4461601,4462129.0,4462657,4463713,4464769,4465826.0,4466354.5
1057,4466883,4467940,4468997,4470054,4470582.5,4471111,4472168,4473225,4474283.0,4474812.0
1058,4475341,4476399,4477457,4478515,4479044.0,4479573,4480631,4481689,4482748.0,4483277.5
1059,4483807,4484866,4485925,4486984,4487513.5,4488043,4489102,4490161,4491221.0,4491751.0
1060,4492281,4493341,4494401,4495461,4495991.0,4496521,4497581,4498641,4499702.0,4500232.5
1061,4500763,4501824,4502885,4503946,4504476.5,4505007,4506068,4507129,4508191.0,4508722.0
1062,4509253,4510315,4511377,4512439,4512970.0,4513501,4514563,4515625,4516688.0,4517219.5
1063,4517751,4518814,4519877,4520940,4521471.5,4522003,4523066,4524129,4525193.0,4525725.0
1064,4526257,4527321,4528385,4529449,4529981.0,4530513,4531577,4532641,4533706.0,4534238.5
1065,4534771,4535836,4536901,4537966,4538498.5,4539031,4540096,4541161,4542227.0,4542760.0
1066,4543293,4544359,4545425,4546491,4547024.0,4547557,4548623,4549689,4550756.0,4551289.5
1067,4551823,4552890,4553957,4555024,4555557.5,4556091,4557158,4558225,4559293.0,4559827.0
1068,4560361,4561429,4562497,4563565,4564099.0,4564633,4565701,4566769,4567838.0,4568372.5
1069,4568907,4569976,4571045,4572114,4572648.5,4573183,4574252,4575321,4576391.0,4576926.0
1070,4577461,4578531,4579601,4580671,4581206.0,4581741,4582811,4583881,4584952.0,4585487.5
1071,4586023,4587094,4588165,4589236,4589771.5,4590307,4591378,4592449,4593521.0,4594057.0
1072,4594593,4595665,4596737,4597809,4598345.0,4598881,4599953,4601025,4602098.0,4602634.5
1073,4603171,4604244,4605317,4606390,4606926.5,4607463,4608536,4609609,4610683.0,4611220.0
1074,4611757,4612831,4613905,4614979,4615516.0,4616053,4617127,4618201,4619276.0,4619813.5
1075,4620351,4621426,4622501,4623576,4624113.5,4624651,4625726,4626801,4627877.0,4628415.0
1076,4628953,4630029,4631105,4632181,4632719.0,4633257,4634333,4635409,4636486.0,4637024.5
1077,4637563,4638640,4639717,4640794,4641332.5,4641871,4642948,4644025,4645103.0,4645642.0
1078,4646181,4647259,4648337,4649415,4649954.0,4650493,4651571,4652649,4653728.0,4654267.5
1079,4654807,4655886,4656965,4658044,4658583.5,4659123,4660202,4661281,4662361.0,4662901.0
1080,4663441,4664521,4665601,4666681,4667221.0,4667761,4668841,4669921,4671002.0,4671542.5
1081,4672083,4673164,4674245,4675326,4675866.5,4676407,4677488,4678569,4679651.0,4680192.0
1082,4680733,4681815,4682897,4683979,4684520.0,4685061,4686143,4687225,4688308.0,4688849.5
1083,4689391,4690474,4691557,4692640,4693181.5,4693723,4694806,4695889,4696973.0,4697515.0
1084,4698057,4699141,4700225,4701309,4701851.0,4702393,4703477,4704561,4705646.0,4706188.5
1085,4706731,4707816,4708901,4709986,4710528.5,4711071,4712156,4713241,4714327.0,4714870.0
1086,4715413,4716499,4717585,4718671,4719214.0,4719757,4720843,4721929,4723016.0,4723559.5
1087,4724103,4725190,4726277,4727364,4727907.5,4728451,4729538,4730625,4731713.0,4732257.0
1088,4732801,4733889,4734977,4736065,4736609.0,4737153,4738241,4739329,4740418.0,4740962.5
1089,4741507,4742596,4743685,4744774,4745318.5,4745863,4746952,4748041,4749131.0,4749676.0
1090,4750221,4751311,4752401,4753491,4754036.0,4754581,4755671,4756761,4757852.0,4758397.5
1091,4758943,4760034,4761125,4762216,4762761.5,4763307,4764398,4765489,4766581.0,4767127.0
1092,4767673,4768765,4769857,4770949,4771495.0,4772041,4773133,4774225,4775318.0,4775864.5
1093,4776411,4777504,4778597,4779690,4780236.5,4780783,4781876,4782969,4784063.0,4784610.0
1094,4785157,4786251,4787345,4788439,4788986.0,4789533,4790627,4791721,4792816.0,4793363.5
1095,4793911,4795006,4796101,4797196,4797743.5,4798291,4799386,4800481,4801577.0,4802125.0
1096,4802673,4803769,4804865,4805961,4806509.0,4807057,4808153,4809249,4810346.0,4810894.5
1097,4811443,4812540,4813637,4814734,4815282.5,4815831,4816928,4818025,4819123.0,4819672.0
1098,4820221,4821319,4822417,4823515,4824064.0,4824613,4825711,4826809,4827908.0,4828457.5
1099,4829007,4830106,4831205,4832304,4832853.5,4833403,4834502,4835601,4836701.0,4837251.0
1100,4837801,4838901,4840001,4841101,4841651.0,4842201,4843301,4844401,4845502.0,4846052.5
1101,4846603,4847704,4848805,4849906,4850456.5,4851007,4852108,4853209,4854311.0,4854862.0
1102,4855413,4856515,4857617,4858719,4859270.0,4859821,4860923,4862025,4863128.0,4863679.5
1103,4864231,4865334,4866437,4867540,4868091.5,4868643,4869746,4870849,4871953.0,4872505.0
1104,4873057,4874161,4875265,4876369,4876921.0,4877473,4878577,4879681,4880786.0,4881338.5
1105,4881891,4882996,4884101,4885206,4885758.5,4886311,4887416,4888521,4889627.0,4890180.0
1106,4890733,4891839,4892945,4894051,4894604.0,4895157,4896263,4897369,4898476.0,4899029.5
1107,4899583,4900690,4901797,4902904,4903457.5,4904011,4905118,4906225,4907333.0,4907887.0
1108,4908441,4909549,4910657,4911765,4912319.0,4912873,4913981,4915089,4916198.0,4916752.5
1109,4917307,4918416,4919525,4920634,4921188.5,4921743,4922852,4923961,4925071.0,4925626.0
1110,4926181,4927291,4928401,4929511,4930066.0,4930621,4931731,4932841,4933952.0,4934507.5
1111,4935063,4936174,4937285,4938396,4938951.5,4939507,4940618,4941729,4942841.0,4943397.0
1112,4943953,4945065,4946177,4947289,4947845.0,4948401,4949513,4950625,4951738.0,4952294.5
1113,4952851,4953964,4955077,4956190,4956746.5,4957303,4958416,4959529,4960643.0,4961200.0
1114,4961757,4962871,4963985,4965099,4965656.0,4966213,4967327,4968441,4969556.0,4970113.5
1115,4970671,4971786,4972901,4974016,4974573.5,4975131,4976246,4977361,4978477.0,4979035.0
1116,4979593,4980709,4981825,4982941,4983499.0,4984057,4985173,4986289,4987406.0,4987964.5
1117,4988523,4989640,4990757,4991874,4992432.5,4992991,4994108,4995225,4996343.0,4996902.0
1118,4997461,4998579,4999697,5000815,5001374.0,5001933,5003051,5004169,5005288.0,5005847.5
1119,5006407,5007526,5008645,5009764,5010323.5,5010883,5012002,5013121,5014241.0,5014801.0
1120,5015361,5016481,5017601,5018721,5019281.0,5019841,5020961,5022081,5023202.0,5023762.5
1121,5024323,5025444,5026565,5027686,5028246.5,5028807,5029928,5031049,5032171.0,5032732.0
1122,5033293,5034415,5035537,5036659,5037220.0,5037781,5038903,5040025,5041148.0,5041709.5
1123,5042271,5043394,5044517,5045640,5046201.5,5046763,5047886,5049009,5050133.0,5050695.0
1124,5051257,5052381,5053505,5054629,5055191.0,5055753,5056877,5058001,5059126.0,5059688.5
1125,5060251,5061376,5062501,5063626,5064188.5,5064751,5065876,5067001,5068127.0,5068690.0
1126,5069253,5070379,5071505,5072631,5073194.0,5073757,5074883,5076009,5077136.0,5077699.5
1127,5078263,5079390,5080517,5081644,5082207.5,5082771,5083898,5085025,5086153.0,5086717.0
1128,5087281,5088409,5089537,5090665,5091229.0,5091793,5092921,5094049,5095178.0,5095742.5
1129,5096307,5097436,5098565,5099694,5100258.5,5100823,5101952,5103081,5104211.0,5104776.0
1130,5105341,5106471,5107601,5108731,5109296.0,5109861,5110991,5112121,5113252.0,5113817.5
1131,5114383,5115514,5116645,5117776,5118341.5,5118907,5120038,5121169,5122301.0,5122867.0
1132,5123433,5124565,5125697,5126829,5127395.0,5127961,5129093,5130225,5131358.0,5131924.5
1133,5132491,5133624,5134757,5135890,5136456.5,5137023,5138156,5139289,5140423.0,5140990.0
1134,5141557,5142691,5143825,5144959,5145526.0,5146093,5147227,5148361,5149496.0,5150063.5
1135,5150631,5151766,5152901,5154036,5154603.5,5155171,5156306,5157441,5158577.0,5159145.0
1136,5159713,5160849,5161985,5163121,5163689.0,5164257,5165393,5166529,5167666.0,5168234.5
1137,5168803,5169940,5171077,5172214,5172782.5,5173351,5174488,5175625,5176763.0,5177332.0
1138,5177901,5179039,5180177,5181315,5181884.0,5182453,5183591,5184729,5185868.0,5186437.5
1139,5187007,5188146,5189285,5190424,5190993.5,5191563,5192702,5193841,5194981.0,5195551.0
1140,5196121,5197261,5198401,5199541,5200111.0,5200681,5201821,5202961,5204102.0,5204672.5
1141,5205243,5206384,5207525,5208666,5209236.5,5209807,5210948,5212089,5213231.0,5213802.0
1142,5214373,5215515,5216657,5217799,5218370.0,5218941,5220083,5221225,5222368.0,5222939.5
1143,5223511,5224654,5225797,5226940,5227511.5,5228083,5229226,5230369,5231513.0,5232085.0
1144,5232657,5233801,5234945,5236089,5236661.0,5237233,5238377,5239521,5240666.0,5241238.5
1145,5241811,5242956,5244101,5245246,5245818.5,5246391,5247536,5248681,5249827.0,5250400.0
1146,5250973,5252119,5253265,5254411,5254984.0,5255557,5256703,5257849,5258996.0,5259569.5
1147,5260143,5261290,5262437,5263584,5264157.5,5264731,5265878,5267025,5268173.0,5268747.0
1148,5269321,5270469,5271617,5272765,5273339.0,5273913,5275061,5276209,5277358.0,5277932.5
1149,5278507,5279656,5280805,5281954,5282528.5,5283103,5284252,5285401,5286551.0,5287126.0
1150,5287701,5288851,5290001,5291151,5291726.0,5292301,5293451,5294601,5295752.0,5296327.5
1151,5296903,5298054,5299205,5300356,5300931.5,5301507,5302658,5303809,5304961.0,5305537.0
1152,5306113,5307265,5308417,5309569,5310145.0,5310721,5311873,5313025,5314178.0,5314754.5
1153,5315331,5316484,5317637,5318790,5319366.5,5319943,5321096,5322249,5323403.0,5323980.0
1154,5324557,5325711,5326865,5328019,5328596.0,5329173,5330327,5331481,5332636.0,5333213.5
1155,5333791,5334946,5336101,5337256,5337833.5,5338411,5339566,5340721,5341877.0,5342455.0
1156,5343033,5344189,5345345,5346501,5347079.0,5347657,5348813,5349969,5351126.0,5351704.5
1157,5352283,5353440,5354597,5355754,5356332.5,5356911,5358068,5359225,5360383.0,5360962.0
1158,5361541,5362699,5363857,5365015,5365594.0,5366173,5367331,5368489,5369648.0,5370227.5
1159,5370807,5371966,5373125,5374284,5374863.5,5375443,5376602,5377761,5378921.0,5379501.0
1160,5380081,5381241,5382401,5383561,5384141.0,5384721,5385881,5387041,5388202.0,5388782.5
1161,5389363,5390524,5391685,5392846,5393426.5,5394007,5395168,5396329,5397491.0,5398072.0
1162,5398653,5399815,5400977,5402139,5402720.0,5403301,5404463,5405625,5406788.0,5407369.5
1163,5407951,5409114,5410277,5411440,5412021.5,5412603,5413766,5414929,5416093.0,5416675.0
1164,5417257,5418421,5419585,5420749,5421331.0,5421913,5423077,5424241,5425406.0,5425988.5
1165,5426571,5427736,5428901,5430066,5430648.5,5431231,5432396,5433561,5434727.0,5435310.0
1166,5435893,5437059,5438225,5439391,5439974.0,5440557,5441723,5442889,5444056.0,5444639.5
1167,5445223,5446390,5447557,5448724,5449307.5,5449891,5451058,5452225,5453393.0,5453977.0
1168,5454561,5455729,5456897,5458065,5458649.0,5459233,5460401,5461569,5462738.0,5463322.5
1169,5463907,5465076,5466245,5467414,5467998.5,5468583,5469752,5470921,5472091.0,5472676.0
1170,5473261,5474431,5475601,5476771,5477356.0,5477941,5479111,5480281,5481452.0,5482037.5
1171,5482623,5483794,5484965,5486136,5486721.5,5487307,5488478,5489649,5490821.0,5491407.0
1172,5491993,5493165,5494337,5495509,5496095.0,5496681,5497853,5499025,5500198.0,5500784.5
1173,5501371,5502544,5503717,5504890,5505476.5,5506063,5507236,5508409,5509583.0,5510170.0
1174,5510757,5511931,5513105,5514279,5514866.0,5515453,5516627,5517801,5518976.0,5519563.5
1175,5520151,5521326,5522501,5523676,5524263.5,5524851,5526026,5527201,5528377.0,5528965.0
1176,5529553,5530729,5531905,5533081,5533669.0,5534257,5535433,5536609,5537786.0,5538374.5
1177,5538963,5540140,5541317,5542494,5543082.5,5543671,5544848,5546025,5547203.0,5547792.0
1178,5548381,5549559,5550737,5551915,5552504.0,5553093,5554271,5555449,5556628.0,5557217.5
1179,5557807,5558986,5560165,5561344,5561933.5,5562523,5563702,5564881,5566061.0,5566651.0
1180,5567241,5568421,5569601,5570781,5571371.0,5571961,5573141,5574321,5575502.0,5576092.5
1181,5576683,5577864,5579045,5580226,5580816.5,5581407,5582588,5583769,5584951.0,5585542.0
1182,5586133,5587315,5588497,5589679,5590270.0,5590861,5592043,5593225,5594408.0,5594999.5
1183,5595591,5596774,5597957,5599140,5599731.5,5600323,5601506,5602689,5603873.0,5604465.0
1184,5605057,5606241,5607425,5608609,5609201.0,5609793,5610977,5612161,5613346.0,5613938.5
1185,5614531,5615716,5616901,5618086,5618678.5,5619271,5620456,5621641,5622827.0,5623420.0
1186,5624013,5625199,5626385,5627571,5628164.0,5628757,5629943,5631129,5632316.0,5632909.5
1187,5633503,5634690,5635877,5637064,5637657.5,5638251,5639438,5640625,5641813.0,5642407.0
1188,5643001,5644189,5645377,5646565,5647159.0,5647753,5648941,5650129,5651318.0,5651912.5
1189,5652507,5653696,5654885,5656074,5656668.5,5657263,5658452,5659641,5660831.0,5661426.0
1190,5662021,5663211,5664401,5665591,5666186.0,5666781,5667971,5669161,5670352.0,5670947.5
1191,5671543,5672734,5673925,5675116,5675711.5,5676307,5677498,5678689,5679881.0,5680477.0
1192,5681073,5682265,5683457,5684649,5685245.0,5685841,5687033,5688225,5689418.0,5690014.5
1193,5690611,5691804,5692997,5694190,5694786.5,5695383,5696576,5697769,5698963.0,5699560.0
1194,5700157,5701351,5702545,5703739,5704336.0,5704933,5706127,5707321,5708516.0,5709113.5
1195,5709711,5710906,5712101,5713296,5713893.5,5714491,5715686,5716881,5718077.0,5718675.0
1196,5719273,5720469,5721665,5722861,5723459.0,5724057,5725253,5726449,5727646.0,5728244.5
1197,5728843,5730040,5731237,5732434,5733032.5,5733631,5734828,5736025,5737223.0,5737822.0
1198,5738421,5739619,5740817,5742015,5742614.0,5743213,5744411,5745609,5746808.0,5747407.5
1199,5748007,5749206,5750405,5751604,5752203.5,5752803,5754002,5755201,5756401.0,5757001.0
1200,5757601,5758801,5760001,5761201,5761801.0,5762401,5763601,5764801,5766002.0,5766602.5
1201,5767203,5768404,5769605,5770806,5771406.5,5772007,5773208,5774409,5775611.0,5776212.0
1202,5776813,5778015,5779217,5780419,5781020.0,5781621,5782823,5784025,5785228.0,5785829.5
1203,5786431,5787634,5788837,5790040,5790641.5,5791243,5792446,5793649,5794853.0,5795455.0
1204,5796057,5797261,5798465,5799669,5800271.0,5800873,5802077,5803281,5804486.0,5805088.5
1205,5805691,5806896,5808101,5809306,5809908.5,5810511,5811716,5812921,5814127.0,5814730.0
